210,95,255
236,301,184
304,38,204
291,83,15
312,303,230
92,282,276
219,273,218
127,192,91
52,28,89
227,110,101
235,234,2
235,142,161
50,214,136
145,156,168
78,202,142
186,10,240
215,308,67
237,51,151
265,174,265
267,90,252
23,153,56
316,11,235
264,41,280
165,173,255
138,99,248
182,50,36
190,120,219
145,66,72
263,171,56
104,321,195
175,97,194
283,119,116
211,39,33
233,151,93
166,123,103
291,166,260
97,111,250
33,281,212
9,267,279
314,8,116
240,323,181
108,159,127
4,23,41
217,99,53
136,318,120
222,136,0
228,277,36
76,318,54
165,257,264
316,64,169
253,130,4
304,228,261
3,148,61
39,217,124
227,26,282
265,223,19
77,177,115
250,269,176
226,244,269
50,273,116
321,184,262
180,310,53
146,139,73
229,53,142
75,296,124
256,103,227
281,236,271
153,171,100
81,46,237
51,258,218
57,68,81
313,205,128
225,92,259
120,202,145
35,1,150
126,293,85
47,165,226
51,260,140
90,40,223
201,7,132
34,137,24
34,187,28
237,65,97
310,122,81
7,320,14
225,99,7
171,319,58
285,62,157
148,0,212
174,272,107
261,218,156
283,54,54
85,110,112
28,2,206
209,57,54
306,169,1
84,83,107
176,141,259
254,81,97
43,321,175
301,217,234
260,36,226
299,61,49
168,185,208
31,125,211
214,285,135
133,46,126
135,34,172
287,279,61
263,144,268
276,133,131
27,44,5
175,288,28
86,180,83
312,241,114
121,70,168
287,274,175
215,23,174
285,136,194
224,241,183
23,320,265
249,277,126
69,29,122
309,117,227
250,87,197
285,213,146
156,235,115
54,199,56
324,142,48
51,120,223
239,160,78
7,237,73
5,273,206
228,186,39
32,178,45
133,51,204
204,201,185
208,95,8
46,158,3
184,119,226
23,267,238
289,258,161
301,251,220
161,271,230
212,61,165
267,261,169
288,27,20
89,102,167
6,141,56
6,65,234
210,320,170
268,222,56
20,12,34
229,36,16
227,263,21
166,132,187
156,103,104
268,98,140
265,287,121
311,8,207
136,43,56
259,203,2
44,279,61
48,318,64
259,8,126
98,161,147
72,182,238
314,281,114
170,290,17
232,224,19
91,66,102
269,98,180
134,288,20
128,177,181
98,167,132
245,114,185
145,58,263
131,77,75
270,139,50
37,261,174
220,291,2
12,141,114
264,87,18
125,87,273
130,11,103
115,237,154
75,88,184
260,8,93
192,158,282
143,164,69
107,6,33
216,72,242
89,138,73
258,172,43
254,293,262
147,278,50
58,176,83
219,259,264
63,54,198
225,308,115
79,149,126
198,291,155
58,40,220
300,24,194
181,141,219
4,323,134
35,88,163
239,254,238
21,204,203
90,63,232
224,233,95
288,142,166
134,34,108
150,2,186
191,158,122
0,311,193
112,269,28
4,117,139
123,160,248
24,33,136
34,83,164
226,65,190
21,137,81
250,84,222
59,151,246
292,40,279
217,81,102
278,293,280
42,147,200
81,33,63
266,153,94
16,315,131
102,1,261
206,110,202
5,135,238
308,316,112
305,152,214
4,136,211
164,27,144
69,86,93
179,149,129
15,290,32
291,105,19
169,141,28
294,201,87
309,73,97
33,318,265
140,281,42
0,207,143
196,274,70
183,147,54
173,13,264
7,117,220
153,106,239
302,165,90
106,89,256
322,13,19
265,105,123
238,109,187
58,133,194
98,230,241
145,235,135
232,51,7
76,112,67
259,175,197
113,141,202
63,84,259
149,144,196
262,9,195
213,143,225
272,228,238
114,157,232
310,256,15
324,149,73
277,287,88
298,261,237
118,309,44
285,201,215
112,220,5
71,171,74
50,239,128
110,168,93
5,276,139
270,65,69
206,135,45
297,119,173
269,157,54
49,226,152
299,100,110
31,238,133
140,144,211
166,310,276
150,109,18
105,256,119
289,40,54
230,266,110
73,194,265
164,145,52
237,157,110
126,200,30
288,191,143
235,152,107
202,199,110
131,323,53
75,100,123
309,80,200
256,271,266
324,156,222
238,111,217
107,181,19
227,155,2
13,140,27
83,110,198
146,11,282
47,84,31
137,23,40
239,185,35
155,138,43
272,34,92
126,153,192
65,49,227
156,236,201
156,104,208
204,220,248
104,101,15
140,231,98
30,13,14
222,185,96
203,279,29
279,75,86
69,229,72
139,13,224
124,142,141
201,246,215
279,119,21
257,19,113
173,308,60
265,134,270
77,274,166
96,133,215
164,127,12
61,89,34
75,313,9
281,295,96
165,31,202
207,309,192
274,239,265
277,211,208
212,168,104
65,104,6
307,106,129
268,20,21
306,53,58
42,215,5
49,258,31
5,125,128
292,245,121
252,67,154
145,4,75
195,198,77
178,209,31
76,101,53
53,18,89
155,94,194
289,83,200
135,309,104
188,28,261
108,257,253
37,228,21
302,200,220
253,6,157
25,319,145
60,76,110
68,233,218
61,121,237
71,220,89
179,288,178
109,25,199
320,290,228
153,42,26
110,161,76
51,247,84
234,209,93
229,232,277
74,239,174
120,127,15
182,310,163
195,44,235
170,11,95
222,142,95
19,44,93
61,293,109
282,255,17
154,314,101
110,183,155
163,124,198
134,277,263
206,117,161
189,307,119
268,10,18
273,197,91
4,132,208
286,152,88
261,161,271
68,214,180
65,126,282
102,137,280
235,46,104
316,282,55
203,171,249
251,76,105
85,34,44
63,291,215
296,254,61
41,22,180
164,144,229
309,222,126
257,112,92
269,23,216
157,139,50
174,90,135
94,66,263
29,263,180
78,284,180
300,64,274
208,56,100
131,231,120
94,141,198
65,192,23
137,276,180
276,220,238
261,10,238
234,135,37
213,6,135
278,228,32
110,212,206
6,148,217
230,238,222
69,189,134
239,200,232
180,9,269
121,312,242
80,65,126
289,146,92
193,305,113
74,298,40
31,126,265
210,242,226
273,292,244
225,290,113
158,145,51
109,231,113
118,147,190
233,276,70
260,218,269
79,85,28
291,187,116
281,113,78
275,212,235
216,103,71
132,124,164
192,59,82
143,294,224
282,123,195
165,34,157
321,58,182
214,54,54
295,289,73
163,68,55
259,17,71
96,215,48
305,119,172
259,92,42
288,183,267
141,216,267
197,117,151
277,233,118
198,56,91
294,303,116
140,131,97
6,209,95
238,165,68
75,25,119
18,44,148
48,39,30
37,295,186
228,111,71
15,213,35
195,51,145
258,245,47
90,306,112
120,10,148
294,117,182
50,323,116
214,305,48
32,140,101
99,235,144
124,34,240
202,217,231
141,224,274
254,87,108
237,245,116
140,148,79
24,168,20
264,86,84
311,29,270
196,169,19
179,219,248
175,51,62
73,314,189
248,79,128
315,4,31
69,131,247
238,8,11
280,206,223
271,170,124
130,280,76
261,84,46
142,144,68
206,117,64
101,164,28
206,171,194
24,190,237
50,203,232
294,157,87
151,109,103
296,19,262
260,83,37
237,212,63
98,45,11
96,304,273
317,177,51
85,207,173
194,183,81
151,323,267
161,160,277
50,112,127
290,213,29
160,280,9
7,302,199
159,40,65
323,174,34
268,16,53
151,146,189
20,54,163
13,297,159
256,300,140
107,102,271
250,196,179
261,268,215
57,222,242
114,312,45
54,265,189
112,80,115
104,221,109
233,303,119
229,49,270
287,137,137
58,121,95
296,1,93
308,288,131
282,143,94
300,321,254
107,260,193
207,227,281
193,285,146
208,132,281
136,78,220
166,76,187
148,184,223
99,83,230
157,189,261
171,247,258
304,254,261
168,177,109
293,187,98
38,274,192
67,248,65
44,84,13
181,214,281
41,291,121
156,140,142
51,89,260
324,303,21
171,266,3
285,219,130
72,57,29
282,187,130
125,52,228
111,176,180
320,270,213
248,189,272
123,83,177
168,322,68
92,11,161
50,115,71
112,254,55
38,81,68
47,129,272
14,144,102
151,224,121
46,310,175
89,38,267
166,194,32
314,96,69
147,114,265
182,213,53
34,123,53
81,234,39
245,160,136
262,110,140
306,11,210
58,140,24
315,281,235
203,25,66
176,57,19
265,200,113
29,316,247
66,317,190
131,297,266
133,220,274
323,240,15
178,39,23
19,266,16
37,168,214
308,9,101
1,217,191
33,124,209
275,111,122
99,321,185
29,295,142
27,303,167
27,157,156
304,208,24
279,290,86
308,213,174
95,282,29
127,114,39
147,54,127
170,10,5
216,303,253
47,191,123
262,214,61
275,161,5
251,18,247
132,155,253
160,93,89
164,206,24
278,259,100
147,198,104
109,311,54
64,190,72
152,155,4
85,173,271
269,189,7
264,130,121
209,146,103
221,19,114
18,310,11
109,179,207
62,243,90
177,301,21
161,240,114
267,216,31
196,272,149
95,274,119
23,203,215
298,163,127
178,289,92
173,20,257
79,153,136
128,38,226
303,189,134
46,227,156
255,264,9
139,40,102
18,322,27
265,188,205
178,26,139
17,282,126
107,70,74
32,213,31
38,125,33
48,186,186
23,214,130
270,304,281
289,48,95
276,193,156
281,324,243
109,234,244
172,114,45
191,286,119
147,42,156
73,206,106
153,259,13
262,285,142
277,128,129
110,99,247
85,207,67
97,176,38
194,76,146
130,205,2
268,176,25
42,50,193
195,312,274
197,80,60
246,86,18
317,228,246
260,93,87
175,308,69
274,211,106
189,93,177
4,44,159
67,15,208
12,191,272
161,303,129
87,174,35
212,56,43
153,28,167
78,283,237
123,321,78
31,103,153
200,241,105
199,306,90
194,256,113
69,285,187
173,121,205
32,208,281
163,283,141
43,115,53
235,285,141
248,139,224
308,10,147
182,126,222
277,259,131
97,72,136
130,252,100
309,220,43
265,96,148
33,131,199
13,4,16
89,204,27
48,164,126
25,161,266
134,67,213
223,250,44
88,45,115
97,145,242
294,281,22
37,269,134
67,90,142
96,257,236
234,165,188
13,96,30
300,189,109
236,179,271
307,85,88
262,151,183
141,18,30
309,249,48
299,60,257
29,77,232
155,169,100
54,22,246
293,153,113
25,33,154
55,137,94
172,164,237
191,313,33
138,273,150
85,267,245
138,36,206
175,34,209
244,72,193
55,288,225
6,189,81
233,219,138
48,274,226
292,108,206
0,173,243
200,324,275
135,205,88
150,268,281
266,243,116
249,263,58
24,129,84
99,29,131
213,45,43
47,270,281
35,20,280
238,34,56
206,193,13
317,220,237
111,49,67
216,129,109
57,324,152
35,141,220
297,125,4
243,311,134
31,115,63
36,234,147
176,221,205
269,245,24
140,212,188
276,200,55
300,174,117
59,260,216
64,256,226
17,312,80
288,221,248
49,216,236
36,238,29
9,168,108
257,125,233
79,37,95
241,224,29
244,315,260
255,186,78
111,296,133
23,96,74
11,284,215
290,239,246
149,174,234
282,241,89
38,298,141
139,201,64
265,78,2
198,177,91
177,38,99
8,121,254
52,167,261
70,252,85
163,186,138
121,323,213
236,132,282
243,245,247
316,150,15
188,216,198
127,167,261
5,253,207
31,242,105
130,179,72
20,192,67
269,143,171
37,66,17
239,26,30
5,269,161
48,274,155
282,140,222
85,137,212
193,251,143
80,244,190
315,43,63
256,93,10
289,164,87
153,152,8
180,233,28
146,77,251
135,319,184
292,203,216
234,86,73
261,132,58
324,248,56
93,210,77
271,38,27
195,41,164
146,170,165
314,57,55
266,165,56
224,228,38
61,229,54
242,206,210
130,306,265
311,92,256
162,13,8
76,56,106
239,311,275
228,127,224
315,116,103
311,4,232
88,170,70
80,112,242
51,55,175
256,109,121
187,85,181
183,270,128
146,18,229
321,33,38
161,299,197
321,162,100
226,203,124
273,104,124
314,32,225
117,309,163
93,117,83
96,150,225
180,1,103
107,314,269
249,127,264
295,234,11
71,35,147
28,167,57
267,255,211
5,315,30
17,300,2
149,198,146
70,2,203
165,308,29
95,29,76
223,230,93
139,182,139
22,261,70
196,191,202
182,102,162
123,62,35
204,109,259
104,179,14
296,124,278
158,110,47
308,67,61
12,186,1
189,81,150
104,192,139
190,164,225
30,230,55
151,32,55
145,138,13
213,216,10
271,232,28
148,313,211
123,59,266
80,154,33
18,53,37
297,224,217
168,244,61
182,322,230
104,90,6
242,161,52
109,124,240
214,164,226
27,237,120
185,211,109
103,234,123
265,133,159
68,90,167
108,155,243
245,35,199
155,323,191
106,11,118
136,73,96
282,171,210
182,9,236
97,71,281
76,191,156
92,0,173
28,57,69
99,301,6
119,113,139
52,216,128
59,320,220
64,73,158
216,135,204
273,57,2
123,134,131
105,206,213
273,253,282
133,273,160
123,251,268
127,318,156
90,219,166
102,277,200
299,36,94
309,316,245
178,290,76
43,136,108
108,56,258
93,175,211
323,37,119
208,270,134
275,69,241
285,174,187
140,287,124
270,108,99
166,120,261
31,4,256
10,285,59
8,164,113
189,190,197
171,180,200
281,83,42
10,288,75
96,145,171
160,43,145
261,15,50
138,150,265
265,229,250
75,138,200
303,272,39
7,58,192
133,183,54
280,110,100
137,14,102
225,273,75
252,141,153
175,17,95
263,0,137
192,240,244
155,101,149
273,131,86
14,244,45
57,75,267
93,72,218
282,27,233
279,112,9
193,146,180
293,222,228
112,1,73
248,145,172
128,324,183
193,314,138
23,198,56
212,216,176
86,211,278
6,168,170
175,289,49
109,160,222
55,270,15
129,119,173
242,304,190
186,43,152
123,11,41
255,46,280
173,86,70
151,118,124
139,207,148
172,128,120
228,273,222
52,162,237
230,286,95
219,10,58
17,136,148
271,74,85
263,214,129
234,220,49
286,45,240
81,290,39
242,193,54
26,35,38
140,265,247
320,284,150
13,266,201
72,64,231
1,41,15
136,61,222
200,122,220
219,313,249
201,217,57
135,297,25
316,4,36
231,18,258
35,235,42
46,20,100
296,85,61
89,144,59
263,102,14
281,158,267
193,250,99
248,244,255
99,20,112
117,228,23
278,199,211
210,289,22
218,202,203
