0,1,227
0,2,227
1,2,227
0,3,227
1,3,227
2,3,227
0,4,227
1,4,227
2,4,227
3,4,227
0,5,227
1,5,227
2,5,227
3,5,227
4,5,227
0,6,227
1,6,227
2,6,227
3,6,227
4,6,227
5,6,227
0,7,227
1,7,227
2,7,227
3,7,227
4,7,227
5,7,227
6,7,227
0,8,227
1,8,227
2,8,227
3,8,227
4,8,227
5,8,227
6,8,227
7,8,227
0,9,227
1,9,227
2,9,227
3,9,227
4,9,227
5,9,227
6,9,227
7,9,227
8,9,227
0,10,227
1,10,227
2,10,227
3,10,227
4,10,227
5,10,227
6,10,227
7,10,227
8,10,227
9,10,227
23,78,227
23,112,227
78,112,227
139,194,227
139,197,227
194,197,227
139,299,227
194,299,227
197,299,227
63,105,227
74,75,227
74,76,227
75,76,227
74,77,227
75,77,227
76,77,227
74,93,227
75,93,227
76,93,227
77,93,227
124,125,227
129,130,227
0,1,34
0,2,34
1,2,34
0,3,34
1,3,34
2,3,34
0,4,34
1,4,34
2,4,34
3,4,34
0,5,34
1,5,34
2,5,34
3,5,34
4,5,34
0,6,34
1,6,34
2,6,34
3,6,34
4,6,34
5,6,34
0,7,34
1,7,34
2,7,34
3,7,34
4,7,34
5,7,34
6,7,34
0,8,34
1,8,34
2,8,34
3,8,34
4,8,34
5,8,34
6,8,34
7,8,34
0,9,34
1,9,34
2,9,34
3,9,34
4,9,34
5,9,34
6,9,34
7,9,34
8,9,34
0,10,34
1,10,34
2,10,34
3,10,34
4,10,34
5,10,34
6,10,34
7,10,34
8,10,34
9,10,34
0,322,34
1,322,34
2,322,34
3,322,34
4,322,34
5,322,34
6,322,34
7,322,34
8,322,34
9,322,34
10,322,34
11,12,34
11,109,34
12,109,34
13,25,34
13,26,34
25,26,34
13,35,34
25,35,34
26,35,34
13,36,34
25,36,34
26,36,34
35,36,34
13,37,34
25,37,34
26,37,34
35,37,34
36,37,34
13,323,34
25,323,34
26,323,34
35,323,34
36,323,34
37,323,34
14,15,34
16,17,34
16,18,34
17,18,34
16,19,34
17,19,34
18,19,34
16,24,34
17,24,34
18,24,34
19,24,34
22,23,34
22,78,34
23,78,34
22,86,34
23,86,34
78,86,34
