98,137,131
7,120,103
296,52,52
62,294,13
45,8,38
38,3,32
209,7,110
297,206,282
132,295,149
57,208,136
112,184,11
89,159,96
186,212,135
124,180,45
143,236,33
294,23,67
153,33,199
114,41,143
126,34,138
100,115,134
236,191,113
166,169,235
26,102,52
168,268,223
292,18,48
266,31,31
146,311,230
108,237,39
32,54,227
146,127,99
110,254,7
52,30,90
218,158,204
267,0,257
252,184,39
111,202,59
65,313,113
219,278,152
226,275,140
29,11,138
274,308,134
78,118,48
98,253,28
179,134,277
74,214,270
155,21,36
170,305,241
56,132,191
314,41,65
286,204,262
84,67,266
72,245,207
134,188,164
28,88,272
124,161,77
45,166,47
164,61,199
219,227,2
277,209,3
5,80,65
105,109,233
308,72,122
3,76,167
35,33,222
142,9,198
303,8,27
70,86,226
49,311,105
109,237,57
271,268,162
85,150,82
5,38,198
104,313,182
265,261,234
23,300,144
240,100,168
155,262,104
275,299,107
116,124,277
186,121,98
204,161,148
291,257,129
142,3,136
313,220,258
305,220,158
156,207,174
126,50,183
167,302,33
64,302,263
59,279,36
81,305,86
140,56,216
32,267,190
191,115,6
89,294,261
22,317,113
301,52,97
122,222,21
318,210,84
191,297,187
30,72,118
210,207,20
276,201,163
224,84,19
264,231,98
199,18,280
237,134,125
298,122,16
66,281,243
221,322,130
23,311,273
13,116,41
127,158,279
172,198,72
204,255,47
208,207,214
142,101,99
78,1,255
28,202,157
153,12,179
310,247,90
232,26,81
7,303,236
136,310,252
218,63,206
42,40,48
206,14,128
303,183,251
165,54,220
245,182,34
101,268,11
73,52,86
96,280,267
172,264,254
89,22,132
29,269,279
113,208,88
57,317,160
11,211,258
195,235,2
218,263,50
220,312,250
129,305,252
69,225,169
258,180,90
240,315,37
312,142,57
202,157,75
124,177,45
270,93,3
279,227,185
74,245,63
7,116,273
208,81,60
123,26,272
179,110,63
262,70,64
145,72,153
150,229,138
178,174,41
148,78,123
23,262,152
62,214,199
319,212,95
13,68,267
149,48,235
179,177,262
235,186,150
61,49,100
97,21,63
19,293,156
212,291,21
31,313,141
147,197,189
145,79,115
181,180,209
295,124,6
206,33,88
83,163,0
182,39,282
200,170,205
127,53,21
213,142,175
31,151,135
22,321,46
191,207,58
297,165,210
116,250,20
73,323,248
305,274,83
252,52,230
8,232,20
36,247,33
201,205,116
165,198,267
258,253,202
218,12,73
76,90,44
247,69,25
141,39,36
203,149,216
142,148,27
158,294,165
78,246,242
105,197,46
216,113,60
97,280,48
100,147,201
297,312,82
154,121,245
251,277,212
173,311,141
133,308,268
144,129,143
218,90,140
44,98,61
292,222,182
31,315,96
67,43,87
227,106,71
41,300,207
321,41,215
228,284,8
