316,255,256
158,35,79
9,42,267
103,256,87
161,35,264
314,104,169
135,117,118
125,264,72
12,215,124
101,319,4
131,54,14
164,247,54
284,267,267
305,280,91
123,264,176
135,260,234
100,152,99
62,118,42
159,41,1
121,58,100
66,3,83
66,20,33
125,20,120
74,181,6
119,228,230
169,61,9
300,150,196
156,131,164
134,128,119
113,93,233
133,164,1
44,289,278
302,94,223
164,163,239
240,252,165
0,193,216
200,29,58
144,133,63
86,271,233
275,137,114
156,212,198
233,269,186
87,43,120
262,125,181
199,171,69
134,49,192
138,97,168
206,226,92
64,218,143
106,52,275
91,8,102
46,172,250
38,222,10
136,4,96
134,85,72
57,74,153
209,195,25
242,293,121
10,298,282
119,287,160
281,203,187
12,211,249
238,138,161
161,204,141
18,181,21
223,212,6
54,249,220
122,250,172
153,70,86
176,134,133
42,162,230
58,77,118
140,39,161
163,200,54
132,240,144
176,14,16
150,157,248
19,284,170
225,172,18
138,184,97
11,232,197
189,135,269
227,272,206
253,275,76
10,176,224
196,303,79
89,10,64
6,123,94
161,156,209
44,12,263
223,57,281
11,118,262
62,172,31
271,249,18
161,76,192
48,121,103
98,59,12
188,266,111
253,33,244
6,298,270
65,241,168
91,246,215
308,2,278
103,107,145
225,285,67
266,169,226
56,200,263
243,270,26
95,166,265
93,212,117
88,296,92
123,111,193
119,269,220
135,284,224
277,208,51
203,217,209
54,268,31
297,134,64
30,240,280
87,283,160
284,266,61
51,22,108
141,308,41
267,74,161
131,164,144
142,89,38
32,179,37
117,40,272
279,285,84
150,79,181
305,169,230
319,238,10
177,65,197
271,126,38
31,20,40
299,191,26
257,105,97
65,17,64
275,71,89
306,21,75
317,42,125
87,113,217
69,253,126
272,210,130
205,277,112
183,167,201
302,135,127
191,52,40
283,318,80
51,16,115
77,46,60
116,319,181
84,267,193
256,243,218
60,323,88
134,314,267
148,32,157
164,237,140
154,115,142
31,131,217
152,21,74
272,168,14
100,38,23
268,312,257
266,243,125
31,22,47
279,204,17
18,28,47
144,117,71
93,248,225
201,33,141
291,135,19
202,78,238
107,53,165
274,253,224
62,69,58
137,141,61
258,275,131
273,1,55
109,51,70
94,53,30
165,73,29
279,304,195
184,241,251
74,150,148
12,24,218
177,139,10
79,146,140
144,59,221
78,138,233
267,142,98
213,239,132
99,305,72
49,32,89
